factory_id,intervention_id,electricity_emission,diesel_emission,raw_material_emission,waste_emission,transport_emission,cost,savings,feasibility,co2_reduction
16,transport_optimization,11154.05,18167.81,34401.66,4790.7,8302.04,12000,5000,0.75,1317.93
17,renewable_electricity,12554.69,31822.97,6699.13,11597.19,25868.65,50000,18000,0.9,3883.49
17,energy_efficiency,12554.69,31822.97,6699.13,11597.19,25868.65,25000,12000,0.95,2301.42
17,recycled_material,12554.69,31822.97,6699.13,11597.19,25868.65,15000,7000,0.8,1167.61
17,material_efficiency,12554.69,31822.97,6699.13,11597.19,25868.65,20000,9000,0.85,1762.52
17,waste_recovery,12554.69,31822.97,6699.13,11597.19,25868.65,10000,3000,0.85,3399.13
17,transport_optimization,12554.69,31822.97,6699.13,11597.19,25868.65,12000,5000,0.75,4427.13
18,renewable_electricity,20228.7,14262.88,20568.71,2752.64,9123.1,50000,18000,0.9,5352.31
18,energy_efficiency,20228.7,14262.88,20568.71,2752.64,9123.1,25000,12000,0.95,3742.58
18,recycled_material,20228.7,14262.88,20568.71,2752.64,9123.1,15000,7000,0.8,4847.46
18,material_efficiency,20228.7,14262.88,20568.71,2752.64,9123.1,20000,9000,0.85,5271.49
18,waste_recovery,20228.7,14262.88,20568.71,2752.64,9123.1,10000,3000,0.85,921.77
18,transport_optimization,20228.7,14262.88,20568.71,2752.64,9123.1,12000,5000,0.75,1639.82
19,renewable_electricity,70135.44,20485.68,16003.21,9362.14,5777.93,50000,18000,0.9,21837.11
19,energy_efficiency,70135.44,20485.68,16003.21,9362.14,5777.93,25000,12000,0.95,13847.51
19,recycled_material,70135.44,20485.68,16003.21,9362.14,5777.93,15000,7000,0.8,3592.79
19,material_efficiency,70135.44,20485.68,16003.21,9362.14,5777.93,20000,9000,0.85,4327.0
19,waste_recovery,70135.44,20485.68,16003.21,9362.14,5777.93,10000,3000,0.85,3122.51
19,transport_optimization,70135.44,20485.68,16003.21,9362.14,5777.93,12000,5000,0.75,1005.7
20,renewable_electricity,99799.05,29425.73,13883.32,7370.1,2927.28,50000,18000,0.9,26917.62
20,energy_efficiency,99799.05,29425.73,13883.32,7370.1,2927.28,25000,12000,0.95,14924.14
20,recycled_material,99799.05,29425.73,13883.32,7370.1,2927.28,15000,7000,0.8,2810.52
20,material_efficiency,99799.05,29425.73,13883.32,7370.1,2927.28,20000,9000,0.85,3967.7
20,waste_recovery,99799.05,29425.73,13883.32,7370.1,2927.28,10000,3000,0.85,2211.74
20,transport_optimization,99799.05,29425.73,13883.32,7370.1,2927.28,12000,5000,0.75,335.85
21,renewable_electricity,14333.59,19075.97,20438.18,8849.55,16099.46,50000,18000,0.9,4543.44
21,energy_efficiency,14333.59,19075.97,20438.18,8849.55,16099.46,25000,12000,0.95,2216.81
21,recycled_material,14333.59,19075.97,20438.18,8849.55,16099.46,15000,7000,0.8,3813.33
21,material_efficiency,14333.59,19075.97,20438.18,8849.55,16099.46,20000,9000,0.85,4693.38
21,waste_recovery,14333.59,19075.97,20438.18,8849.55,16099.46,10000,3000,0.85,2588.82
21,transport_optimization,14333.59,19075.97,20438.18,8849.55,16099.46,12000,5000,0.75,2573.84
22,renewable_electricity,120015.7,25172.36,26088.93,4877.79,26284.28,50000,18000,0.9,39150.57
22,energy_efficiency,120015.7,25172.36,26088.93,4877.79,26284.28,25000,12000,0.95,23505.24
22,recycled_material,120015.7,25172.36,26088.93,4877.79,26284.28,15000,7000,0.8,5253.77
22,material_efficiency,120015.7,25172.36,26088.93,4877.79,26284.28,20000,9000,0.85,6653.13
22,waste_recovery,120015.7,25172.36,26088.93,4877.79,26284.28,10000,3000,0.85,1326.05
22,transport_optimization,120015.7,25172.36,26088.93,4877.79,26284.28,12000,5000,0.75,3315.97
23,renewable_electricity,64196.34,11210.6,52863.28,10798.65,3687.97,50000,18000,0.9,19565.52
23,energy_efficiency,64196.34,11210.6,52863.28,10798.65,3687.97,25000,12000,0.95,13399.17
23,recycled_material,64196.34,11210.6,52863.28,10798.65,3687.97,15000,7000,0.8,11630.48
23,material_efficiency,64196.34,11210.6,52863.28,10798.65,3687.97,20000,9000,0.85,13861.33
23,waste_recovery,64196.34,11210.6,52863.28,10798.65,3687.97,10000,3000,0.85,3711.32
23,transport_optimization,64196.34,11210.6,52863.28,10798.65,3687.97,12000,5000,0.75,534.26
24,renewable_electricity,80332.72,5746.73,38852.4,6736.05,1180.35,50000,18000,0.9,17066.15
24,energy_efficiency,80332.72,5746.73,38852.4,6736.05,1180.35,25000,12000,0.95,13981.69
24,recycled_material,80332.72,5746.73,38852.4,6736.05,1180.35,15000,7000,0.8,8189.72
24,material_efficiency,80332.72,5746.73,38852.4,6736.05,1180.35,20000,9000,0.85,10000.46
24,waste_recovery,80332.72,5746.73,38852.4,6736.05,1180.35,10000,3000,0.85,2295.83
24,transport_optimization,80332.72,5746.73,38852.4,6736.05,1180.35,12000,5000,0.75,204.55
25,renewable_electricity,17363.06,14014.55,33633.89,6811.32,19144.07,50000,18000,0.9,4972.54
25,energy_efficiency,17363.06,14014.55,33633.89,6811.32,19144.07,25000,12000,0.95,3119.7
25,recycled_material,17363.06,14014.55,33633.89,6811.32,19144.07,15000,7000,0.8,6998.53
25,material_efficiency,17363.06,14014.55,33633.89,6811.32,19144.07,20000,9000,0.85,6468.33
25,waste_recovery,17363.06,14014.55,33633.89,6811.32,19144.07,10000,3000,0.85,1749.46
25,transport_optimization,17363.06,14014.55,33633.89,6811.32,19144.07,12000,5000,0.75,3522.21
26,renewable_electricity,16184.18,6581.19,51027.41,5784.27,20516.57,50000,18000,0.9,4717.87
26,energy_efficiency,16184.18,6581.19,51027.41,5784.27,20516.57,25000,12000,0.95,3219.74
26,recycled_material,16184.18,6581.19,51027.41,5784.27,20516.57,15000,7000,0.8,11261.21
26,material_efficiency,16184.18,6581.19,51027.41,5784.27,20516.57,20000,9000,0.85,13647.98
26,waste_recovery,16184.18,6581.19,51027.41,5784.27,20516.57,10000,3000,0.85,1540.89
26,transport_optimization,16184.18,6581.19,51027.41,5784.27,20516.57,12000,5000,0.75,3788.57
27,renewable_electricity,19332.99,5051.52,15112.68,3850.05,11349.34,50000,18000,0.9,5722.9
27,energy_efficiency,19332.99,5051.52,15112.68,3850.05,11349.34,25000,12000,0.95,2923.74
27,recycled_material,19332.99,5051.52,15112.68,3850.05,11349.34,15000,7000,0.8,2849.31
27,material_efficiency,19332.99,5051.52,15112.68,3850.05,11349.34,20000,9000,0.85,3055.76
27,waste_recovery,19332.99,5051.52,15112.68,3850.05,11349.34,10000,3000,0.85,1209.92
27,transport_optimization,19332.99,5051.52,15112.68,3850.05,11349.34,12000,5000,0.75,1914.56
28,renewable_electricity,86994.2,20082.28,33455.3,3919.9,20083.89,50000,18000,0.9,23865.49
28,energy_efficiency,86994.2,20082.28,33455.3,3919.9,20083.89,25000,12000,0.95,15295.47
28,recycled_material,86994.2,20082.28,33455.3,3919.9,20083.89,15000,7000,0.8,7212.13
28,material_efficiency,86994.2,20082.28,33455.3,3919.9,20083.89,20000,9000,0.85,9015.01
28,waste_recovery,86994.2,20082.28,33455.3,3919.9,20083.89,10000,3000,0.85,1137.29
28,transport_optimization,86994.2,20082.28,33455.3,3919.9,20083.89,12000,5000,0.75,2778.02
29,renewable_electricity,57757.1,4072.89,4232.69,9453.67,1738.9,50000,18000,0.9,15099.83
29,energy_efficiency,57757.1,4072.89,4232.69,9453.67,1738.9,25000,12000,0.95,8229.18
29,recycled_material,57757.1,4072.89,4232.69,9453.67,1738.9,15000,7000,0.8,596.89
29,material_efficiency,57757.1,4072.89,4232.69,9453.67,1738.9,20000,9000,0.85,1211.1
29,waste_recovery,57757.1,4072.89,4232.69,9453.67,1738.9,10000,3000,0.85,2439.36
29,transport_optimization,57757.1,4072.89,4232.69,9453.67,1738.9,12000,5000,0.75,98.25
30,renewable_electricity,122319.39,31709.02,41226.11,4034.63,18416.8,50000,18000,0.9,33279.54
30,energy_efficiency,122319.39,31709.02,41226.11,4034.63,18416.8,25000,12000,0.95,20236.69
30,recycled_material,122319.39,31709.02,41226.11,4034.63,18416.8,15000,7000,0.8,8720.57
30,material_efficiency,122319.39,31709.02,41226.11,4034.63,18416.8,20000,9000,0.85,9457.79
30,waste_recovery,122319.39,31709.02,41226.11,4034.63,18416.8,10000,3000,0.85,1329.29
30,transport_optimization,122319.39,31709.02,41226.11,4034.63,18416.8,12000,5000,0.75,3615.44
31,renewable_electricity,20860.7,13721.01,19834.05,1031.68,18628.02,50000,18000,0.9,5674.05
31,energy_efficiency,20860.7,13721.01,19834.05,1031.68,18628.02,25000,12000,0.95,3255.14
31,recycled_material,20860.7,13721.01,19834.05,1031.68,18628.02,15000,7000,0.8,2959.09
31,material_efficiency,20860.7,13721.01,19834.05,1031.68,18628.02,20000,9000,0.85,4302.93
31,waste_recovery,20860.7,13721.01,19834.05,1031.68,18628.02,10000,3000,0.85,197.82
31,transport_optimization,20860.7,13721.01,19834.05,1031.68,18628.02,12000,5000,0.75,2137.39
32,renewable_electricity,88489.1,16906.32,28458.99,7004.88,16647.01,50000,18000,0.9,24723.67
32,energy_efficiency,88489.1,16906.32,28458.99,7004.88,16647.01,25000,12000,0.95,15667.19
32,recycled_material,88489.1,16906.32,28458.99,7004.88,16647.01,15000,7000,0.8,5788.58
32,material_efficiency,88489.1,16906.32,28458.99,7004.88,16647.01,20000,9000,0.85,7514.27
32,waste_recovery,88489.1,16906.32,28458.99,7004.88,16647.01,10000,3000,0.85,2280.49
32,transport_optimization,88489.1,16906.32,28458.99,7004.88,16647.01,12000,5000,0.75,2632.66
33,renewable_electricity,64811.71,17055.04,6385.16,5032.85,23876.53,50000,18000,0.9,17266.7
33,energy_efficiency,64811.71,17055.04,6385.16,5032.85,23876.53,25000,12000,0.95,10431.56
33,recycled_material,64811.71,17055.04,6385.16,5032.85,23876.53,15000,7000,0.8,1493.32
33,material_efficiency,64811.71,17055.04,6385.16,5032.85,23876.53,20000,9000,0.85,1305.26
33,waste_recovery,64811.71,17055.04,6385.16,5032.85,23876.53,10000,3000,0.85,1306.47
33,transport_optimization,64811.71,17055.04,6385.16,5032.85,23876.53,12000,5000,0.75,4120.93
34,renewable_electricity,125714.21,20247.7,26013.14,9767.59,24129.94,50000,18000,0.9,39537.5
34,energy_efficiency,125714.21,20247.7,26013.14,9767.59,24129.94,25000,12000,0.95,26465.76
34,recycled_material,125714.21,20247.7,26013.14,9767.59,24129.94,15000,7000,0.8,5106.26
34,material_efficiency,125714.21,20247.7,26013.14,9767.59,24129.94,20000,9000,0.85,6434.48
34,waste_recovery,125714.21,20247.7,26013.14,9767.59,24129.94,10000,3000,0.85,3164.19
34,transport_optimization,125714.21,20247.7,26013.14,9767.59,24129.94,12000,5000,0.75,4274.73
35,renewable_electricity,90966.14,11014.15,7047.77,585.45,19484.51,50000,18000,0.9,29510.35
35,energy_efficiency,90966.14,11014.15,7047.77,585.45,19484.51,25000,12000,0.95,19424.79
35,recycled_material,90966.14,11014.15,7047.77,585.45,19484.51,15000,7000,0.8,1668.47
35,material_efficiency,90966.14,11014.15,7047.77,585.45,19484.51,20000,9000,0.85,1652.31
35,waste_recovery,90966.14,11014.15,7047.77,585.45,19484.51,10000,3000,0.85,236.16
35,transport_optimization,90966.14,11014.15,7047.77,585.45,19484.51,12000,5000,0.75,2191.83
36,renewable_electricity,11762.51,4626.28,37827.5,9529.31,21589.27,50000,18000,0.9,3656.02
36,energy_efficiency,11762.51,4626.28,37827.5,9529.31,21589.27,25000,12000,0.95,1722.44
36,recycled_material,11762.51,4626.28,37827.5,9529.31,21589.27,15000,7000,0.8,7592.13
36,material_efficiency,11762.51,4626.28,37827.5,9529.31,21589.27,20000,9000,0.85,7881.65
36,waste_recovery,11762.51,4626.28,37827.5,9529.31,21589.27,10000,3000,0.85,3078.19
36,transport_optimization,11762.51,4626.28,37827.5,9529.31,21589.27,12000,5000,0.75,3218.75
37,renewable_electricity,77275.28,7416.07,40205.54,3985.74,20115.74,50000,18000,0.9,21863.47
37,energy_efficiency,77275.28,7416.07,40205.54,3985.74,20115.74,25000,12000,0.95,12749.78
37,recycled_material,77275.28,7416.07,40205.54,3985.74,20115.74,15000,7000,0.8,7637.0
37,material_efficiency,77275.28,7416.07,40205.54,3985.74,20115.74,20000,9000,0.85,8290.49
37,waste_recovery,77275.28,7416.07,40205.54,3985.74,20115.74,10000,3000,0.85,1428.72
37,transport_optimization,77275.28,7416.07,40205.54,3985.74,20115.74,12000,5000,0.75,2920.11
38,renewable_electricity,20064.95,17100.69,48270.79,8167.95,14595.7,50000,18000,0.9,6874.3
38,energy_efficiency,20064.95,17100.69,48270.79,8167.95,14595.7,25000,12000,0.95,3717.52
38,recycled_material,20064.95,17100.69,48270.79,8167.95,14595.7,15000,7000,0.8,8825.78
38,material_efficiency,20064.95,17100.69,48270.79,8167.95,14595.7,20000,9000,0.85,9279.4
38,waste_recovery,20064.95,17100.69,48270.79,8167.95,14595.7,10000,3000,0.85,2697.84
38,transport_optimization,20064.95,17100.69,48270.79,8167.95,14595.7,12000,5000,0.75,1909.1
39,renewable_electricity,86682.69,15810.6,14159.56,10209.72,5931.88,50000,18000,0.9,26570.03
39,energy_efficiency,86682.69,15810.6,14159.56,10209.72,5931.88,25000,12000,0.95,17757.63
39,recycled_material,86682.69,15810.6,14159.56,10209.72,5931.88,15000,7000,0.8,2810.65
39,material_efficiency,86682.69,15810.6,14159.56,10209.72,5931.88,20000,9000,0.85,3312.15
39,waste_recovery,86682.69,15810.6,14159.56,10209.72,5931.88,10000,3000,0.85,3111.2
39,transport_optimization,86682.69,15810.6,14159.56,10209.72,5931.88,12000,5000,0.75,1001.11
40,renewable_electricity,104120.16,15007.61,26633.78,13063.7,18634.9,50000,18000,0.9,31994.4
40,energy_efficiency,104120.16,15007.61,26633.78,13063.7,18634.9,25000,12000,0.95,18206.63
40,recycled_material,104120.16,15007.61,26633.78,13063.7,18634.9,15000,7000,0.8,4507.26
40,material_efficiency,104120.16,15007.61,26633.78,13063.7,18634.9,20000,9000,0.85,7390.78
40,waste_recovery,104120.16,15007.61,26633.78,13063.7,18634.9,10000,3000,0.85,4026.86
40,transport_optimization,104120.16,15007.61,26633.78,13063.7,18634.9,12000,5000,0.75,3161.76
41,renewable_electricity,9177.32,7678.46,3974.21,5205.75,12405.07,50000,18000,0.9,2081.59
41,energy_efficiency,9177.32,7678.46,3974.21,5205.75,12405.07,25000,12000,0.95,1739.11
41,recycled_material,9177.32,7678.46,3974.21,5205.75,12405.07,15000,7000,0.8,787.82
41,material_efficiency,9177.32,7678.46,3974.21,5205.75,12405.07,20000,9000,0.85,883.97
41,waste_recovery,9177.32,7678.46,3974.21,5205.75,12405.07,10000,3000,0.85,1521.59
41,transport_optimization,9177.32,7678.46,3974.21,5205.75,12405.07,12000,5000,0.75,1561.22
42,renewable_electricity,5574.61,17061.49,27088.74,4405.89,11999.11,50000,18000,0.9,1712.62
42,energy_efficiency,5574.61,17061.49,27088.74,4405.89,11999.11,25000,12000,0.95,759.28
42,recycled_material,5574.61,17061.49,27088.74,4405.89,11999.11,15000,7000,0.8,5010.02
42,material_efficiency,5574.61,17061.49,27088.74,4405.89,11999.11,20000,9000,0.85,6086.11
42,waste_recovery,5574.61,17061.49,27088.74,4405.89,11999.11,10000,3000,0.85,1417.08
42,transport_optimization,5574.61,17061.49,27088.74,4405.89,11999.11,12000,5000,0.75,1977.86
43,renewable_electricity,20216.88,2151.88,7045.35,10002.28,658.9,50000,18000,0.9,4373.51
43,energy_efficiency,20216.88,2151.88,7045.35,10002.28,658.9,25000,12000,0.95,4073.99
43,recycled_material,20216.88,2151.88,7045.35,10002.28,658.9,15000,7000,0.8,1330.47
43,material_efficiency,20216.88,2151.88,7045.35,10002.28,658.9,20000,9000,0.85,1878.61
43,waste_recovery,20216.88,2151.88,7045.35,10002.28,658.9,10000,3000,0.85,3588.49
43,transport_optimization,20216.88,2151.88,7045.35,10002.28,658.9,12000,5000,0.75,76.17
44,renewable_electricity,118412.67,9591.13,52712.09,6308.88,17506.1,50000,18000,0.9,30142.69
44,energy_efficiency,118412.67,9591.13,52712.09,6308.88,17506.1,25000,12000,0.95,21289.17
44,recycled_material,118412.67,9591.13,52712.09,6308.88,17506.1,15000,7000,0.8,11849.1
44,material_efficiency,118412.67,9591.13,52712.09,6308.88,17506.1,20000,9000,0.85,12909.72
44,waste_recovery,118412.67,9591.13,52712.09,6308.88,17506.1,10000,3000,0.85,1685.37
44,transport_optimization,118412.67,9591.13,52712.09,6308.88,17506.1,12000,5000,0.75,2693.93
45,renewable_electricity,26842.87,24607.99,39873.17,9929.18,9237.92,50000,18000,0.9,7732.43
45,energy_efficiency,26842.87,24607.99,39873.17,9929.18,9237.92,25000,12000,0.95,3875.0
45,recycled_material,26842.87,24607.99,39873.17,9929.18,9237.92,15000,7000,0.8,7228.3
45,material_efficiency,26842.87,24607.99,39873.17,9929.18,9237.92,20000,9000,0.85,10950.76
45,waste_recovery,26842.87,24607.99,39873.17,9929.18,9237.92,10000,3000,0.85,2814.48
45,transport_optimization,26842.87,24607.99,39873.17,9929.18,9237.92,12000,5000,0.75,1517.18
46,renewable_electricity,93601.0,22953.48,23596.11,6488.09,6223.14,50000,18000,0.9,27669.58
46,energy_efficiency,93601.0,22953.48,23596.11,6488.09,6223.14,25000,12000,0.95,15166.63
46,recycled_material,93601.0,22953.48,23596.11,6488.09,6223.14,15000,7000,0.8,4389.47
46,material_efficiency,93601.0,22953.48,23596.11,6488.09,6223.14,20000,9000,0.85,5569.62
46,waste_recovery,93601.0,22953.48,23596.11,6488.09,6223.14,10000,3000,0.85,1720.34
46,transport_optimization,93601.0,22953.48,23596.11,6488.09,6223.14,12000,5000,0.75,1043.86
47,renewable_electricity,80918.05,21513.37,28082.95,8904.23,23998.1,50000,18000,0.9,22510.89
47,energy_efficiency,80918.05,21513.37,28082.95,8904.23,23998.1,25000,12000,0.95,16165.71
47,recycled_material,80918.05,21513.37,28082.95,8904.23,23998.1,15000,7000,0.8,5196.94
47,material_efficiency,80918.05,21513.37,28082.95,8904.23,23998.1,20000,9000,0.85,7358.45
47,waste_recovery,80918.05,21513.37,28082.95,8904.23,23998.1,10000,3000,0.85,2854.08
47,transport_optimization,80918.05,21513.37,28082.95,8904.23,23998.1,12000,5000,0.75,4198.13
48,renewable_electricity,29905.0,27725.49,48918.93,2808.4,12851.41,50000,18000,0.9,9337.73
